Name,Tag,Area,Address,Category,Price,Timings
The Wallflower,CASUAL DINING,Mount Pleasant,"2420 Main Street, Vancouver V5T3E2",Diner,10101010,NO
Tacofino Commissary,CASUAL DINING,Grandview,"2327 East Hastings Street, Vancouver V5L 1V6",Mexican,101010,NO
Cafe Tealips,CAF�,Cariboo & Lougheed,"7139 Arcola Way, Burnaby V5E1E9",Cafe,10,NO
Insadong Korean BBQ Seafood Restaurant,CASUAL DINING,"Lougheed Village, Coquitlam","301-403 North Road, Lougheed Village, Coquitlam V3K 3V9","Korean, Asian",10101010,NO
Lido Restaurant,CASUAL DINING,"Central Plaza, Richmond","150-4231 Hazelbridge Way, Richmond V6X 3L7","Chinese, Asian",1010,YES
Seto Japanese Restaurant,CASUAL DINING,"Olympia Centre, Richmond","Olympia Centre, 155-8400 Alexandra Road, Richmond V6X 1C3","Sushi, Japanese, Asian",101010,YES
Ninkazu Japanese Restaurant,CASUAL DINING,"Central Plaza, Richmond","#205-4231 Hazelbridge Way, Richmond V6X 3L7 3L7","Sushi, Japanese, Asian",10101010,YES
Market by Jean-Georges - Shangri-La Hotel,FINE DINING,"Shangri-La Hotel, West End","Shangri-La Hotel, Level 3, 1115 Alberni Street, Vancouver V6E 0A8","Seafood, Canadian",10101010,NO
Smokehouse Sandwich Company,CASUAL DINING,West Richmond,"108-5188 Westminster Highway, Richmond V7C5S7","Sandwich, Deli",10,YES
La Casa Gelato,DESSERT PARLOR,Strathcona,"1033 Venables Street, Vancouver V6A","Ice Cream, Desserts",10,NO
Sophie's Cosmic Cafe,CASUAL DINING,Kitsilano,"2095 West 4th Avenue, Kitsilano, Vancouver, Vancouver V6J1M7",Diner,10,YES
Lin Chinese Cuisine,CASUAL DINING,Fairview,"1537 W Broadway, Vancouver V6J 1W6",Chinese,10101010,NO
Kyo Korean BBQ & Sushi House,CASUAL DINING,Fairview,"2 2993 Granville Street, Vancouver V6H 3J6","Sushi, Korean",1010,NO
Excellent Tofu & Snack,DESSERT PARLOR,"Central Plaza, Richmond","160-4231 Hazelbridge Way, Richmond V6X 3L7","Desserts, Chinese",10,YES
Sweet Obsession,BAKERY,Kitsilano,"2611 West 16th Avenue, Vancouver V6K3C2","Desserts, Bakery, Cafe",10101010,NO
Jam Caf�,CASUAL DINING,Downtown,"556 Beatty Street, Vancouver V6B 2L3",American,101010,NO
Taqueria Playa Tropical,CASUAL DINING,New Westminster,"334 6th Street, Metro Vancouver V3L3B1",Mexican,101010,YES
Bon Crepe,DESSERT PARLOR,West End,"1238 Robson Street, Vancouver V6E 3Z6","Desserts, Bubble Tea",10,NO
The Fish Counter,QUICK BITES,Riley Park & Little Mountain,"3825 Main Street, Vancouver V5V 3P2",Seafood,10,NO
Sushi Bar Maumi,CASUAL DINING,West End,"1226 Bute Street, Vancouver V6E 1Z8","Sushi, Japanese, Asian",10101010,YES
Hanwoori Korean Restaurant,CASUAL DINING,South Burnaby,"5740 Imperial Street, Burnaby V5J 1G1","Korean, Asian",10,NO
Osteria Savio Volpe,CASUAL DINING,Mount Pleasant,"615 Kingsway, Vancouver V5T 3K5",Italian,1010,NO
Grub,CASUAL DINING,Riley Park & Little Mountain,"4328 Main Street, Vancouver V5V 3P9",Seafood,10101010,YES
Sushi K Kamizato,CASUAL DINING,"Shaughnessy Station, Port Coquitlam","Shaughnessy Station, 2850 Shaughnessy Street, Metro Vancouver V3C 0A4","Sushi, Japanese, Asian",10101010,YES
Pearl Castle Cafe,CASUAL DINING,"Continental Centre, Central Richmond","Continental Centre, 1128-3779 Sexsmith Road, Richmond V6X 3Z9","Taiwanese, Asian, Bubble Tea",101010,NO
PappaRoti,CAF�,West End,"1505 Robson Street, Vancouver V6G 1C3",Cafe,10101010,YES
Mink Chocolates,DESSERT PARLOR,Downtown,"863 West Hastings Street, Vancouver V6C1Z7","Cafe, Desserts",10101010,YES
Mosaic Grille & Bar - Hyatt Regency,CASUAL DINING,"Hyatt Regency Vancouver, Coal Harbour","Hyatt Regency, 655 Burrard Street, Vancouver V6C0A4",Canadian,101010,YES
The Pear Tree Restaurant,CASUAL DINING,North Burnaby,"4120 Hastings Street, Burnaby V5C 2J3","Canadian, French",10101010,NO
Hy's Steakhouse & Cocktail Bar,FINE DINING,Downtown,"637 Hornby Street, Vancouver V6C 2G2","Steak, Pacific Northwest",101010,NO
The Ramen Butcher,CASUAL DINING,Chinatown,"223 East Georgia Street, Vancouver","Ramen, Japanese, Asian",101010,YES
The Union,CASUAL DINING,Chinatown,"219 Union Street, Vancouver V6A","Vietnamese, Korean, Indonesian, Asian",101010,YES
Steamworks Brew Pub,CASUAL DINING,Gastown,"The Landing, 375 Water Street, Vancouver V6B 5C6","Canadian, Bar Food",10,YES
Cuchillo,BAR,Downtown Eastside,"261 Powell Street, Vancouver V6A2Z1","Bar Food, Latin American",10101010,YES
SalaThai Restaurant,CASUAL DINING,Downtown,"888 Burrard Street, Vancouver V6Z 1X9","Thai, Asian",10101010,YES
Swiss Bakery,BAKERY,Mount Pleasant,"143 East 3rd Avenue, Vancouver V5T1C5","Bakery, Cafe",101010,YES
Fisherman's Terrace Seafood Restaurant,CASUAL DINING,"Aberdeen Centre, Richmond","Aberdeen Centre, Suite 3580, 4151 Hazelbridge Way, Richmond V6X4J7","Dim Sum, Chinese, Asian",10,YES
The Reef,CASUAL DINING,Riley Park & Little Mountain,"4172 Main Street, Vancouver V5V 3P6",Caribbean,1010,YES
El Camino's,CASUAL DINING,Riley Park & Little Mountain,"3250 Main Street, Riley Park & Little Mountain, Vancouver, Vancouver V5V3M6","Mexican, Latin American",10,YES
Fondway Cafe,CAF�,Central Burnaby,"4462 Beresford Street, Burnaby, Burnaby V5H 2Y8","Cafe, Sandwich",101010,NO
Snowy Village Dessert Cafe,CAF�,Central Richmond,"8571 Alexandra Drive, Richmond V6X 1C3","Cafe, Desserts",101010,NO
Torafuku,CASUAL DINING,Strathcona,"958 Main Street, Vancouver V6A 2W1",Asian Fusion,101010,YES
Hog Shack Cook House,CASUAL DINING,Steveston,"160-3900 Bayview Street, Richmond V7E0A4","Canadian, BBQ",1010,YES
Congee Noodle King,CASUAL DINING,Renfrew-Collingwood,"3313 Kingsway, Vancouver V5R 4H3","Chinese, Asian",10,YES
La Casita,CASUAL DINING,Gastown,"101 West Cordova Street, Vancouver V6B 5A7",Mexican,1010,YES
DD Mau,QUICK BITES,Yaletown,"1239 Pacific Boulevard, Vancouver V6Z 2R6",Vietnamese,101010,NO
Viet Sub Vietnamese Cuisine,QUICK BITES,Downtown,"520 Robson Street, Downtown, Vancouver, Vancouver V6B2B7","Sandwich, Vietnamese, Asian",10101010,NO
CRAFT Beer Market,MICROBREWERY,"Olympic Village, Mount Pleasant","Olympic Village, 85 West 1st Avenue, Vancouver V5Y3K8","Bar Food, Canadian",10,YES
Anh and Chi,CASUAL DINING,Riley Park & Little Mountain,"3388 Main Street, Vancouver V5V 3M7","Asian, Vietnamese",1010,NO
Ebisu On Robson,CASUAL DINING,West End,"827 Bute Street, Vancouver V6E 3Y4","Sushi, Japanese, Asian",101010,NO
Cafe Zen,CASUAL DINING,Kitsilano,"1631 Yew Street, Vancouver V6K 3E6","Canadian, Diner",1010,YES
Dunn's Famous,CASUAL DINING,Downtown,"827 Seymour Street, Vancouver V6B 5J3",Bar Food,10101010,YES
Famoso Neapolitan Pizzeria,CASUAL DINING,Grandview,"1380 Commercial Drive, Vancouver V5L 3X6","Italian, Pizza",10101010,NO
Burger Heaven,CASUAL DINING,New Westminster,"77 10th Street, Metro Vancouver V3M 1C4","Burger, Canadian",1010,NO
Chipotle Mexican Grill,QUICK BITES,Downtown,"818 Howe Street, Vancouver V6Z 1N4","Mexican, Fast Food",10,NO
Espana Restaurant,CASUAL DINING,West End,"1118 Denman Street, Vancouver V6G 2M8","Tapas, Spanish",1010,NO
Chen's Shanghai Kitchen,CASUAL DINING,"Park Village, Garden City","129-4940 No. 3 Road, Richmond, Richmond V6Y 2Y8","Chinese, Asian",10101010,YES
Patisserie Lebeau,CAF�,Fairview,"1728 West 2nd Avenue, Vancouver V6J1H7","Cafe, Desserts",10101010,YES
Yolk's Breakfast Trailer,FOOD TRUCK,Gastown,"Location Varies, Vancouver V6B",Diner,10,YES
Joyeaux Cafe & Restaurant,CASUAL DINING,Downtown,"551 Howe Street, Vancouver V6C 2T8","Vietnamese, Asian",10101010,NO
Dutch Wooden Shoe Cafe,CASUAL DINING,Riley Park & Little Mountain,"3292 Cambie Street, Vancouver V5Z",European,10,NO
Tomahawk Restaurant,CASUAL DINING,Lower Capilano,"1550 Philip Avenue, North Vancouver V7P2V7","Diner, Burger",10101010,NO
Homer St. Cafe & Bar,CASUAL DINING,Yaletown,"898 Homer Street, Vancouver V6B 5S3",Canadian,10,YES
Bob Likes Thai Food,CASUAL DINING,Riley Park & Little Mountain,"3755 Main Street, Vancouver V5V",Thai,101010,YES
Brioche,CAF�,Gastown,"401 West Cordova Street, Vancouver V6B 1E5","Cafe, Italian",101010,YES
Breka Bakery & Cafe,BAKERY,Punjabi Market,"6533 Fraser Street, Vancouver V5X","Bakery, Cafe",10101010,YES
Le Petit Saigon,CASUAL DINING,Hastings-Sunrise,"2783 East Hastings Street, Vancouver V5K1Z8","Vietnamese, Asian",10,NO
Mom's Grilled Cheese Truck,FOOD TRUCK,Downtown,"884 West Cordova Street, Vancouver V6C3G1","Sandwich, American",101010,YES
Bacchus Restaurant and Lounge - Wedgewood Hotel,FINE DINING,"Wedgewood Hotel, Dowtown","Wedgewood Hotel, 845 Hornby Street, Vancouver V6Z 1V1",Pacific Northwest,1010,NO
Kisamos Greek Taverna,CASUAL DINING,Steveston,"3420 Moncton Street, Richmond V7E 3A2 3A3",Greek,10101010,YES
Longtail Kitchen,FOOD COURT,"River Market, New Westminster","River Market, 116-810 Quayside Drive, Metro Vancouver V3M6B9","Fast Food, Thai, Asian",10,YES
Sushiholic,CASUAL DINING,Hastings-Sunrise,"3311 East Broadway, Vancouver, Vancouver V5M 2A1","Sushi, Japanese, Asian",1010,YES
The Sardine Can,CASUAL DINING,Gastown,"26 Powell Street, Vancouver V6A 1E7","Tapas, Spanish",10101010,NO
Applause Japanese Restaurant,CASUAL DINING,"Oak Plaza, Marpole","Oak Plaza, 8269 Oak Street, Vancouver V6P4A8","Sushi, Japanese, Asian",10,NO
Heirloom Vegetarian,CASUAL DINING,Fairview,"1509 West 12th Avenue, Vancouver V6J 2E2","Pacific Northwest, Healthy Food",10,NO
Dynasty Seafood Restaurant,CASUAL DINING,Fairview,"108-777 W Broadway, Vancouver V5Z4J7","Dim Sum, Chinese, Asian, Seafood",1010,YES
Chad Thai,CASUAL DINING,North Burnaby,"4010 East Hastings Street, Burnaby, Burnaby V5C 2H9","Thai, Asian",1010,YES
Ramen Danbo,CASUAL DINING,Kitsilano,"1833 West 4th Avenue, Vancouver V6J 1M4","Ramen, Japanese, Asian",10101010,YES
Hachibei,CASUAL DINING,South Cambie Street,"778 West 16th Avenue, Vancouver V5Z4L5","Sushi, Japanese, Asian",10101010,NO
BierCraft Tap and Tapas Bar,CASUAL DINING,Grandview,"1191 Commercial Drive, Vancouver V5L 3X2","Canadian, Bar Food",101010,YES
Zefferelli's,CASUAL DINING,West End,"1136 Robson Street, Vancouver V6E 1B2",Italian,10,YES
Moii Cafe,CAF�,Fairview,"2559 Cambie Street, Vancouver, Vancouver 0V5Z 3Y6","Cafe, Bubble Tea, Desserts",10101010,NO
Tasty Indian Bistro,CASUAL DINING,North Delta,"8295 120 Street, Metro Vancouver V4C 6R1",Indian,1010,YES
Memory Corner,CASUAL DINING,Central Richmond,"6900 Number 3 Road, Richmond V6Y 2C5","Taiwanese, Chinese, Asian, Bubble Tea",1010,YES
Penang Delight Cafe,CASUAL DINING,Renfrew-Collingwood,"3885 Rupert Street, Vancouver V5R 2G7","Malaysian, Asian",101010,NO
Cockney Kings Fish & Chips,CASUAL DINING,"Columbia Square Plaza, New Westminster","Columbia Square Plaza, 130-66 10th Street, Metro Vancouver V3M 1A6","Fish and Chips, British",10101010,NO
Eight 1/2 Restaurant Lounge,CASUAL DINING,Mount Pleasant,"151 East 8th Avenue, Vancouver V5T1R8",Canadian,101010,NO
Tokyo Joe's Sushi Factory,QUICK BITES,Central Richmond,"8211 Ackroyd Road, Richmond V6X 3J9","Sushi, Japanese, Asian",101010,YES
Sushi S Japanese Restaurant,CASUAL DINING,Central Burnaby,"4739 Willingdon Avenue, Burnaby V5G 3H5","Sushi, Japanese, Asian",10101010,YES
Chicha,CASUAL DINING,Mount Pleasant,"136 East Broadway, Vancouver V5T 1W1","Tapas, Peruvian, Latin American",10101010,YES
Sushi Town,CASUAL DINING,North Burnaby,"5935 East Hastings Street, Burnaby V5B","Sushi, Japanese",10101010,YES
Hakkaku Ramen,CASUAL DINING,North Burnaby,"4530 Hastings Street, Burnaby V5C 2K6","Ramen, Japanese",101010,NO
Kirin Seafood Restaurant,CASUAL DINING,"Richmond Centre, Richmond","Richmond Centre, Second Floor, 7900 Westminster Highway, Richmond V6X 1A5","Dim Sum, Seafood",10,YES
Anatolia's Gate,CASUAL DINING,Cariboo & Lougheed,"7084 Kingsway, Burnaby V5E 1E5","Turkish, Mediterranean",101010,YES
Matsuyama Japanese Restaurant,CASUAL DINING,"Connaught Plaza, Richmond","Connaught Plaza, 8500 Alexandra Road, Richmond V6X 1C3","Sushi, Japanese, Asian",10,YES
Lee's Donuts,DESSERT PARLOR,"The Public Market, Granville Island","The Public Market, 122-1689 Johnston Street, Vancouver V6H3R9",Desserts,10,NO
Top Shanghai Cuisine,CASUAL DINING,Central Richmond,"5880 Number 3 Road, Richmond V6X","Shanghai, Chinese, Asian",10,NO
Sushi Loku,CASUAL DINING,Mount Pleasant,"2280 Commercial Drive, Vancouver, BC V5N 5P9, Vancouver V5T 1X4","Sushi, Japanese, Asian",101010,NO
JY Noodle - No. 1 Beef Noodle House,CASUAL DINING,South Burnaby,"4741 Willingdon Avenue, Burnaby V5G 3H5","Taiwanese, Asian, Bubble Tea",1010,YES
Paul's Place Omelettery,CASUAL DINING,Fairview,"2211 Granville Street, Vancouver V6H3G1","Canadian, Diner, Sandwich",10,YES
Tomokazu Japanese Restaurant,CASUAL DINING,Fairview,"201-1128 West Broadway, Vancouver V6H 1G5","Sushi, Japanese",1010,NO
Gyoza Bar,CASUAL DINING,Downtown,"622 West Pender Street, Vancouver V6B1V8","Japanese, Asian",10,NO
Lucy's Eastside Diner,CASUAL DINING,Mount Pleasant,"2708 Main Street, Vancouver V5T 3C7",Diner,10101010,YES
Memphis Blues Barbeque House,CASUAL DINING,Grandview,"1342 Commercial Drive, Vancouver V5L 3X6",BBQ,101010,YES
Patisserie Fur Elise,DESSERT PARLOR,Yaletown,"847 Hamilton Street., Vancouver V6B 6A1","Desserts, Tea",101010,YES
My Greek Taverna,CASUAL DINING,Coquitlam,"946 Brunette Avenue, Coquitlam, Coquitlam V3K 1C9","Greek, Mediterranean",1010,NO
giovane caf� + eatery + market - Fairmont Pacific Rim,CAF�,"Fairmont Pacific Rim, Coal Harbour","Fairmont Pacific Rim, 1038 Canada Place, Vancouver V6C2G8","Cafe, Italian",101010,YES
Saffron Indian Cuisine,CASUAL DINING,Central Burnaby,"4300 Kingsway, Burnaby V5H 1Z5",Indian,1010,NO
Dai Tung Chinese Seafood Restaurant,CASUAL DINING,Kensington,"108-1050 Kingsway, Vancouver V5V3C6","Dim Sum, Chinese, Asian",10101010,NO
Bestie,CASUAL DINING,Chinatown,"105 East Pender Street, Vancouver V6A1T5",German,10101010,NO
Cascade Room,CASUAL DINING,Mount Pleasant,"2616 Main Street, Vancouver V5T 3E7","British, Bar Food",10101010,YES
Cafe Gloucester,CASUAL DINING,Riley Park & Little Mountain,"3338 Cambie Street, Vancouver V5Z2W5","Chinese, Hong Kong Style",10,YES
Ho Yuen Kee Restaurant,CASUAL DINING,Punjabi Market,"6236 Fraser Street, Vancouver V5W","Chinese, Asian",10,YES
Berry Good,CAF�,"Excel Centre, Richmond","Excel Centre, 1120-8766 McKim Way, Richmond V6X 4G4","Cafe, Desserts",1010,NO
Savary Island Pie Company,BAKERY,Ambleside,"1533 Marine Drive, West Vancouver V7V3R5","Bakery, Cafe",1010,NO
JOEY Burrard,CASUAL DINING,West End,"820 Burrard St, West End, Vancouver BC V6Z 1X9","Canadian, Bar Food",101010,YES
X-Site Grill & Bistro,CASUAL DINING,North Burnaby,"4625 Hastings Street, Burnaby V5C 2K8","Burger, Grill",101010,NO
Sula Indian Restaurant,CASUAL DINING,Grandview,"1128 Commercial Drive, Vancouver V5L 2N1",Indian,101010,YES
Milk & Sugar Cafe,QUICK BITES,Renfrew-Collingwood,"3365 Suite 101 Kingsway, Vancouver V5R 5K6","Bubble Tea, Cafe, Ice Cream",101010,NO
Yuu Japanese Tapas,CASUAL DINING,"Continental Centre, Central Richmond","Continental Centre, 1111-3779 Sexsmith Road, Richmond V6X 3Z9","Japanese, Asian",1010,NO
Pho Tam,CASUAL DINING,"Andes Plaza, Whalley","Andes Plaza, 10-10302 City Parkway, Surrey, Surrey V3T 4Y8","Vietnamese, Asian",1010,NO
Jules Casual French Bistro,CASUAL DINING,Gastown,"216 Abbott Street, Vancouver V6B 1B2",French,10,NO
Matchstick Coffee,CAF�,Mount Pleasant,"639 East 15th Avenue, Vancouver V5T2R6",Cafe,10101010,NO
720 Sweets,DESSERT PARLOR,Kitsilano,"3278 West Broadway, Vancouver V6K 2H4","Desserts, Ice Cream",10101010,NO
Camellia Tea & Coffee,CAF�,South Burnaby,"104-6888 Royal Oak Avenue, Burnaby V5J 4J2","Cafe, Desserts",10,YES
Five Sails - Pan Pacific Vancouver,FINE DINING,"Pan Pacific Vancouver, Coal Harbour","Pan Pacific Vancouver, 410-999 Canada Place, Vancouver V6C3T4","French, Pacific Northwest, Seafood",10,NO
Ba Le Deli & Bakery,BAKERY,Mount Pleasant,"701 Kingsway, Vancouver V5T 3K6 2R7","Bakery, Deli, Vietnamese",10,YES
Richmond Night Market,FOOD TRUCK,Central Richmond,"8351 River Rd, Richmond V6X1Y1","Asian, Dim Sum, International",10,NO
Hapa Izakaya,CASUAL DINING,Yaletown,"1193 Hamilton Street, Vancouver V6B 5P6","Sushi, Japanese, Asian",10101010,YES
Bishop's,CASUAL DINING,Kitsilano,"2183 West 4th Avenue, Vancouver V6K 4S2",Pacific Northwest,1010,NO
Empire Seafood Restaurant,CASUAL DINING,"London Plaza, Richmond","London Plaza, 200-5951 Number 3 Road, Richmond V6X2E3","Dim Sum, Cantonese, Chinese, Asian",10101010,YES
The Parlour,CASUAL DINING,Yaletown,"1011 Hamilton Street, Vancouver V6B 2W7","Pizza, Bar Food",101010,NO
Ramen Koika,CASUAL DINING,West End,"1231 Davie Street, Vancouver V6E 1N4","Ramen, Japanese, Asian",1010,YES
Bistro Wagon Rouge,CASUAL DINING,Grandview,"1869 Powell Street, Vancouver V5L 1H9",French,1010,YES
Butchers Block BBQ,QUICK BITES,North Burnaby,"4091 Hastings Street, Burnaby V5C 2J3","Burger, Fast Food",101010,NO
Honey Doughnuts and Goodies,CAF�,Deep Cove,"4373 Gallant Avenue, North Vancouver V7G1L1",Cafe,10,NO
Burdock & Co.,CASUAL DINING,Mount Pleasant,"2702 Main Street, Vancouver, Vancouver V5T 3E8",Canadian,1010,NO
Mui Ngo Gai,CASUAL DINING,Kensington,"2052 Kingsway, Vancouver V5N2T3","Vietnamese, Asian",10,NO
Meet on Main,CASUAL DINING,Riley Park & Little Mountain,"4288 Main Street, Vancouver V5V3P9","Vegetarian, Bar Food",10,NO
Wakwak Burger,FOOD TRUCK,Downtown,"Location Varies, Vancouver V6C","Burger, Fast Food",10,NO
Boiling Point,CASUAL DINING,Central Richmond,"130-4800 Number 3 Road, Richmond V6X 3A6","Taiwanese, Asian",10101010,NO
Black Rice Izakaya,CASUAL DINING,Yaletown,"782 Cambie Street, Vancouver V6B 2R5","Sushi, Japanese, Asian",10101010,YES
Samurai Sushi House,CASUAL DINING,Oakridge,"5888 Cambie Street, Vancouver V5Z 3A8","Sushi, Japanese",10101010,NO
Marcello Pizzeria & Restaurants,CASUAL DINING,Grandview,"1404 Commercial Drive, Vancouver V5L 3X9","Italian, Pizza",10101010,YES
Zabu Chicken,CASUAL DINING,West End,"1635 Robson Street, Vancouver V6G 1C8","Korean, Asian",10101010,YES
Chef Tony,CASUAL DINING,"Empire Centre, Richmond","101-4600 Number 3 Road, Richmond V6X","Dim Sum, Chinese",101010,NO
Sushi & Roll,CASUAL DINING,Whalley,"103-10241 King George Boulevard, Surrey, Surrey V3T 2W6","Sushi, Japanese, Asian",1010,NO
Slickity Jim's Chat n' Chew,BAR,Riley Park & Little Mountain,"3475 Main Street, Vancouver V5V 3N2",Canadian,10101010,NO
Nightingale,CASUAL DINING,Coal Harbour,"1017 W Hastings Street, Vancouver V6E 0C4","Canadian, Italian",1010,NO
Tatsu Japanese Bistro,CASUAL DINING,Grandview,"1441 Commercial Drive, Vancouver V5L 3X8","Sushi, Japanese, Asian",1010,NO
Bonchaz Bakery Cafe,CAF�,Downtown,"426 West Hastings Street, Vancouver V6B 1L1",Cafe,10101010,NO
Dockside Restaurant,CASUAL DINING,Granville Island,"Granville Island Hotel, 1253 Johnston Street, Vancouver V6H3R9",Seafood,10,YES
Laksa King,CASUAL DINING,Hastings-Sunrise,"2546 East Hastings Street, Vancouver V5K","Burmese, Asian Fusion",1010,YES
Caff� Cittadella,CAF�,Fairview,"2310 Ash Street, Vancouver V5Z 3C3",Cafe,10101010,NO
Boulevard Kitchen & Oyster Bar - The Sutton Place Hotel,FINE DINING,"The Sutton Place Hotel, West End","The Sutton Place Hotel, 845 Burrard Street, Vancouver","Seafood, Pacific Northwest",10101010,NO
No. 9 Restaurant,CASUAL DINING,"Lansdowne Centre, Richmond","Lansdowne Centre, 812-5300 Number 3 Road, Richmond V6X 2X9","Hong Kong Style, Chinese, Asian",1010,NO
Duffin's Donuts,CAF�,Kensington,"1391 E 41st Avenue, Vancouver V5W 3R9","Cafe, Sandwich",10,NO
Cattle Cafe,CASUAL DINING,Central Burnaby,"4877 Kingsway, Burnaby V5H 4T2","Chinese, Asian",10,NO
Soho Tea Room,CASUAL DINING,Riley Park & Little Mountain,"3466 Cambie Street, Vancouver V5Y 2B1","Bubble Tea, Asian",10,NO
Bauhaus Restaurant,FINE DINING,Gastown,"1 West Cordova Street, Vancouver V6B 2J2",German,10101010,NO
Adonia Tea House,CAF�,Shaughnessy,"2057 West 41st Avenue, Vancouver V6M1Y7","Tea, Cafe",101010,YES
Seok Gi Si Dae,CASUAL DINING,Coquitlam,"4-602 Clarke Road, Coquitlam, Coquitlam V3J 3X6","Korean, Asian",101010,NO
Golden Ocean Seafood Restaurant,CASUAL DINING,Kerrisdale,"2046 W 41st Avenue, Vancouver V6M 1Y7","Dim Sum, Cantonese, Asian",1010,YES
Tsuki Sushi Bar,CASUAL DINING,Downtown,"509 Abbott Street, Vancouver V6B 6C1","Sushi, Japanese, Asian",101010,YES
Shanghai Wonderful Restaurant,CASUAL DINING,Central Richmond,"Best Western Plus, 9260 Bridgeport Road, Richmond V6X","Chinese, Asian",1010,NO
Trees Organic Coffee,CAF�,Downtown,"450 Granville Street, Vancouver V6C1V4","Cafe, Sandwich",10,NO
Thai Basil,QUICK BITES,West End,"1215 Thurlow Street, Vancouver V6E 1X4",Thai,10101010,NO
CHOP Steakhouse & Bar,CASUAL DINING,East Richmond,"10251 Saint Edwards Drive, Richmond V6X 0J3","Steak, Canadian, Pacific Northwest",10,YES
Bubble Tea Shop,CAF�,Central Richmond,"105-4651 Number 3 Road, Richmond V6X","Desserts, Bubble Tea, Cafe",101010,YES
Hai Phong Vietnamese Restaurant,CASUAL DINING,Kensington,"1246 Kingsway, Vancouver, Vancouver V5V","Vietnamese, Asian",10,NO
33 Acres Brewing,MICROBREWERY,Mount Pleasant,"15 West 8th Avenue, Vancouver V5Y1M8",Bar Food,1010,NO
Pepper Lunch,CASUAL DINING,Central Richmond,"150-5951 Number 3 Road, Richmond V6X 2E3","Japanese, Asian",1010,YES
Salmon House on the Hill,CASUAL DINING,Ambleside,"2229 Folkestone Way, West Vancouver V7S2X7","Pacific Northwest, Seafood",10101010,NO
Icy Bar,DESSERT PARLOR,Victoria-Fraserview & Killarney,"3618 Kingsway, Vancouver V5R5M2","Bubble Tea, Desserts, Asian",10,NO
Locus Restaurant & Lounge,CASUAL DINING,Riley Park & Little Mountain,"4121 Main Street, Vancouver V5V3P6","Canadian, Burger",10101010,NO
